ano,mes,bioma,psn_g_c_m2_planilha,ida_planilha,et_mm_planilha,precip_mm_planilha,lst_dia_c_planilha,area_queimada_ha_planilha,psn_g_c_m2_gee,et_mm_gee,pet_mm,ida_gee,lst_dia_c_gee,precip_mm_gee,precip_v06_mm,area_queimada_ha_gee,oni
2012,9,Cerrado,21.8017,0.0629,17.1771,3.32,39.4025,1291775,21.6759,16.4974,263.4336,0.0626,39.369,2.5741,3.4138,1306825,0.37
2012,9,Caatinga,47.3868,0.0916,21.6633,3.84,38.05,114075,47.2413,21.265,238.8233,0.089,36.7817,4.621,3.7988,115450,0.37
2013,9,Mata Atlântica,147.4729,0.4733,101.8542,76.44,30.3225,4025,148.6142,100.3052,206.0695,0.4868,27.9934,73.1379,77.8751,3500,-0.32
2013,9,Cerrado,32.7447,0.0967,25.3317,7.3,39.5425,145950,32.619,24.4335,252.0553,0.0969,39.3365,5.8248,7.3021,147275,-0.32
2013,9,Caatinga,47.9365,0.1068,25.415,12.47,38.16,47275,47.9058,25.168,239.3494,0.1052,37.1286,12.1535,12.2063,48950,-0.32
2014,9,Mata Atlântica,134.2692,0.4219,86.0067,36.28,31.2025,13400,135.4406,85.5368,198.3293,0.4313,28.6264,35.2934,36.6859,3550,0.24
2014,9,Cerrado,52.9397,0.1042,28.4477,6.41,39.12,256650,52.9052,27.4084,258.9034,0.1059,39.0816,5.5291,6.5764,259225,0.24
2014,9,Caatinga,58.0798,0.1136,27.2041,13.52,37.4675,296550,58.0603,26.6503,239.4177,0.1113,36.3621,12.3154,13.2595,10525,0.24
2015,9,Mata Atlântica,142.5295,0.4249,102.2962,17.49,33.4625,13400,143.4892,96.3688,215.9385,0.4463,30.5514,17.7958,17.7239,12900,2.02
2015,9,Cerrado,23.8423,0.0765,21.0782,2.43,41.6225,529975,23.8537,20.2865,261.7929,0.0775,41.5524,1.8827,2.5061,533175,2.02
2015,9,Caatinga,44.7265,0.1005,25.0622,4.48,39.15,296550,44.6862,24.4572,248.1522,0.0986,38.1202,4.1446,4.3619,300375,2.02
2016,9,Mata Atlântica,133.1877,0.4468,87.4569,55.63,33.27,900,134.193,90.1374,199.243,0.4524,30.255,56.0423,56.3312,825,-0.42
2016,9,Cerrado,29.67,0.1075,26.5393,25.89,39.15,138075,29.6144,25.6978,234.952,0.1094,39.4401,26.8879,26.293,136000,-0.42
2016,9,Caatinga,49.5285,0.1207,27.818,18.96,37.7975,43350,49.5537,27.4056,232.9395,0.1177,37.3382,20.0245,18.7958,44175,-0.42
2017,9,Mata Atlântica,145.0406,0.4771,90.5776,74.5,29.1425,10625,146.0235,92.705,197.2265,0.47,26.4343,72.7102,75.0878,300,-0.23
2017,9,Cerrado,42.4512,0.0848,22.6191,4.4,39.2225,109250,42.2376,21.5881,253.5824,0.0851,39.2185,2.1603,4.42,109100,-0.23
2017,9,Caatinga,62.0599,0.1219,26.8421,36.63,37.4125,33275,61.706,26.7476,236.7777,0.113,34.7296,36.1444,35.9922,10750,-0.23
2018,9,Mata Atlântica,135.6918,0.4162,91.1899,24.68,32.95,10625,136.6724,89.5952,210.3281,0.426,30.3308,25.5034,25.3663,10275,0.52
2018,9,Cerrado,31.3004,0.0946,25.6715,4.0,39.645,111525,31.0801,24.3709,258.5594,0.0943,39.9454,3.1823,3.9976,116200,0.52
2018,9,Caatinga,40.7598,0.0874,21.4085,4.42,38.2075,33275,40.4188,20.5377,246.8361,0.0832,37.7707,4.7868,4.3441,33600,0.52
2019,9,Mata Atlântica,152.2699,0.4865,102.0928,56.61,30.815,1525,152.9456,101.3786,206.4777,0.491,27.9784,57.4686,57.1769,1425,0.31
2019,9,Cerrado,44.541,0.11,29.22,12.67,39.405,202575,44.2305,27.7626,251.5561,0.1104,39.5289,12.8393,12.5784,212025,0.31
2019,9,Caatinga,55.2345,0.1222,29.533,17.95,38.0175,13875,54.7104,28.432,243.3144,0.1169,36.4633,17.6821,17.6862,13675,0.31
2020,9,Mata Atlântica,162.2092,0.4554,106.0455,24.51,28.2433,2375,163.4459,99.9701,211.8126,0.472,28.3701,28.3441,24.8779,2000,-0.77
2020,9,Cerrado,56.3721,0.1289,34.5903,3.85,38.956,120675,56.4126,33.2589,252.1245,0.1319,38.9926,4.179,3.9308,118475,-0.77
2020,9,Caatinga,66.43,0.1448,35.5643,11.18,35.1168,40075,66.4375,34.4284,241.6821,0.1425,35.1415,11.9183,11.017,39625,-0.77
2001,10,Mata Atlântica,146.8706,0.5785,93.251,147.94,29.3045,0,148.2268,111.7316,204.8344,0.5455,29.2663,153.9629,150.5017,200,-0.26
2001,10,Cerrado,56.2363,0.2036,47.7389,132.77,35.4421,174100,56.4236,48.2346,234.4881,0.2057,35.3977,128.383,134.2585,177725,-0.26
2001,10,Caatinga,61.1511,0.1871,43.0745,61.85,38.1451,61575,61.3882,43.9959,242.7132,0.1813,38.1546,60.38,61.9619,63575,-0.26
2002,10,Mata Atlântica,136.1164,0.4458,99.6495,27.87,31.3575,14850,137.4912,100.6244,219.1869,0.4591,31.2968,30.3841,28.4103,15125,0.99
2002,10,Cerrado,14.15,0.1219,31.193,40.93,39.6489,358525,13.9994,30.7268,247.5134,0.1241,39.627,40.4234,41.3417,362725,0.99
2002,10,Caatinga,43.5983,0.1394,34.3987,11.43,38.8237,40725,43.7257,33.6714,243.9864,0.138,38.8113,10.8024,11.5674,41225,0.99
2003,10,Mata Atlântica,137.1428,0.4488,99.7416,56.2465,33.4675,23500,138.5085,98.115,211.5434,0.4638,31.4657,56.3672,57.7853,23150,0.23
2003,10,Cerrado,43.445,0.1449,36.6583,34.6698,38.41,155850,43.4241,35.8283,243.7813,0.147,38.0583,39.566,34.8671,158425,0.23
2003,10,Caatinga,48.5393,0.122,29.6139,13.24,39.7406,42400,48.7212,29.2357,241.9899,0.1208,39.3595,13.0244,13.2492,42625,0.23
2004,10,Mata Atlântica,51.3046,0.397,93.594,55.56,33.1675,6000,142.589,91.6222,225.606,0.4061,31.4872,62.1511,56.6496,6250,0.61
2004,10,Cerrado,55.5294,0.1781,46.3392,82.79,38.6825,230750,55.456,44.6731,247.454,0.1805,38.7299,81.8526,82.5801,235425,0.61
2004,10,Caatinga,51.3046,0.1233,31.6299,29.32,38.445,53775,51.3049,30.6431,254.378,0.1205,38.2636,33.0422,29.7872,54575,0.61
2005,10,Mata Atlântica,139.3113,0.3909,100.9037,14.9,34.1825,26250,140.5711,95.829,235.1748,0.4075,32.0761,33.4333,15.1679,27075,-0.27
2005,10,Cerrado,29.6069,0.1272,35.4898,23.4,39.9565,611200,29.4048,34.1472,266.2548,0.1283,39.973,26.0522,23.6202,618450,-0.27
2005,10,Caatinga,43.9978,0.1043,27.5553,9.22,39.1975,161825,43.8972,26.6454,261.3628,0.1019,38.9052,12.759,9.4569,164100,-0.27
2006,10,Mata Atlântica,139.8648,0.5786,105.087,138.22,30.7925,125,140.8572,114.4803,203.9935,0.5612,29.8421,137.8449,139.6049,100,0.71
2006,10,Cerrado,88.4258,0.3595,73.0982,182.22,34.685,32550,88.2772,75.2016,208.9248,0.3599,34.3674,186.0897,182.5157,32825,0.71
2006,10,Caatinga,73.3461,0.2413,54.5513,101.96,37.14,20275,73.292,54.0305,228.1364,0.2368,36.3961,98.9145,102.52,20775,0.71
2007,10,Mata Atlântica,131.4556,0.4093,91.3974,44.52,33.9925,60300,132.6525,90.5087,233.2854,0.388,31.9331,53.8165,45.5359,59725,-1.38
2007,10,Cerrado,3.2345,0.0615,15.4664,32.8,41.4375,597500,3.0374,14.8862,281.9495,0.0528,41.3878,23.5099,33.4066,602075,-1.38
2007,10,Caatinga,34.8773,0.0905,21.6876,11.3,39.565,177825,34.6937,21.1299,262.8971,0.0804,39.3207,9.062,11.4709,179250,-1.38
2008,10,Mata Atlântica,129.2888,0.3575,91.8709,14.5,35.0925,17150,130.3354,88.4948,236.87,0.3736,32.8434,38.2525,14.8368,17025,-0.36
2008,10,Cerrado,9.4492,0.0692,20.0895,8.94,41.3125,482075,9.262,19.1986,279.0857,0.0688,41.3019,8.2019,8.9948,491650,-0.36
2008,10,Caatinga,37.3287,0.0864,22.5086,5.55,39.85,193625,37.0354,21.8748,258.5537,0.0846,39.4035,9.021,5.5458,201925,-0.36
2009,10,Mata Atlântica,123.8425,0.5407,104.0388,172.55,32.35,1150,124.8522,106.5342,193.808,0.5497,30.0012,172.8094,173.9372,1000,0.92
2009,10,Cerrado,81.0363,0.5014,79.4636,233.78,32.975,42775,80.6391,84.0529,166.1974,0.5057,31.7857,256.3024,233.6467,43200,0.92
2009,10,Caatinga,80.6016,0.3318,67.4409,168.21,34.7525,11550,80.3958,66.0046,198.935,0.3318,34.095,179.9488,169.7159,12025,0.92
2010,10,Mata Atlântica,130.2439,0.4512,97.9134,68.21,33.9125,2500,131.3345,98.3027,213.6471,0.4601,32.3587,80.2956,68.5476,2525,-1.54
2010,10,Cerrado,61.2267,0.2871,60.5636,133.49,37.6425,410050,61.0676,60.1363,206.2784,0.2915,37.1592,112.1822,134.7437,418525,-1.54
2010,10,Caatinga,60.5541,0.186,44.7698,67.94,37.3975,133975,60.4385,43.4271,231.042,0.188,37.1497,65.1889,68.3356,137250,-1.54
2011,10,Mata Atlântica,130.0654,0.5419,87.6522,93.22,33.035,275,131.2503,100.7135,192.9879,0.5219,28.9367,95.1745,94.2682,300,-0.94
2011,10,Cerrado,88.4844,0.3981,79.7679,145.6,36.2325,109250,88.434,77.7895,192.0747,0.405,36.1146,152.5291,146.1847,109925,-0.94
2011,10,Caatinga,74.1519,0.2485,52.7187,63.91,36.63,24225,74.1111,53.159,215.8164,0.2463,36.124,61.2804,64.2114,24450,-0.94
2012,10,Mata Atlântica,119.9172,0.4162,90.1293,54.14,35.06,7650,120.8989,90.3855,213.4866,0.4234,31.8867,49.2139,55.0945,8475,0.28
2012,10,Cerrado,28.9739,0.1221,30.7225,27.03,43.025,369975,28.8732,30.4269,243.5237,0.1249,42.8502,30.8523,27.3454,377475,0.28
2012,10,Caatinga,34.4619,0.1028,24.2815,13.99,41.8367,109400,34.3996,24.0295,234.3774,0.1025,40.5784,14.5979,14.0687,112775,0.28
2013,10,Mata Atlântica,142.8279,0.4805,103.5059,97.06,30.9475,3250,144.0244,103.7166,212.9221,0.4871,28.9304,92.0009,99.371,3525,-0.14
2013,10,Cerrado,64.9054,0.2094,49.7323,73.84,38.4975,117200,64.9353,48.1984,226.3793,0.2129,38.5782,70.6013,73.7696,116425,-0.14
2013,10,Caatinga,52.3527,0.1304,31.6534,39.92,38.69,27900,52.5313,31.299,239.1053,0.1309,38.1174,41.4532,39.9283,28550,-0.14
2014,10,Mata Atlântica,131.9059,0.4197,86.8816,93.47,33.695,12250,133.0314,91.8893,217.3683,0.4227,31.2093,92.4059,96.458,12425,0.51
2014,10,Cerrado,49.8635,0.155,39.3257,65.16,40.87,456450,49.7965,38.0316,241.5945,0.1574,40.8856,66.2283,65.7345,459050,0.51
2014,10,Caatinga,47.4185,0.1107,27.0043,33.71,39.86,31350,47.2214,26.6986,245.8223,0.1086,38.8924,32.8691,33.7184,30900,0.51
2015,10,Mata Atlântica,124.4155,0.36,94.7003,23.22,36.2425,20275,125.4077,89.7657,236.3598,0.3798,33.5648,24.1455,23.5495,19650,2.28
2015,10,Cerrado,27.6535,0.1013,27.9194,36.0,43.46,538675,27.5224,26.9444,263.1278,0.1024,43.4864,37.8539,36.5908,544750,2.28
2015,10,Caatinga,35.2638,0.085,22.6336,12.76,41.495,142075,35.1819,22.2091,263.296,0.0844,40.8273,12.0344,12.8556,144825,2.28
2016,10,Mata Atlântica,143.8056,0.4427,103.3198,111.07,31.7025,625,144.9246,104.3468,230.7271,0.4523,29.6761,95.4479,112.8831,650,-0.51
2016,10,Cerrado,49.2274,0.1515,41.1904,22.27,39.995,50450,48.8804,39.4456,256.777,0.1536,40.385,70.5136,66.4489,50425,-0.51
2016,10,Caatinga,57.13,0.1372,35.3246,39.18,38.775,23950,56.8705,34.3123,250.9197,0.1367,37.9446,40.7529,39.3555,22900,-0.51
2017,10,Mata Atlântica,131.0576,0.4381,96.7302,19.0,32.8725,1550,132.0946,97.9636,219.5007,0.4463,29.9761,21.0734,19.4274,2125,-0.44
2017,10,Cerrado,19.862,0.1131,28.0835,23.47,41.7275,299000,19.6389,28.5968,242.4446,0.118,42.1845,17.3448,23.4584,305575,-0.44
2017,10,Caatinga,42.6394,0.1137,27.5421,9.95,39.935,76225,42.2028,27.0995,244.1665,0.111,39.3258,10.5853,10.0184,78175,-0.44
2018,10,Mata Atlântica,103.2792,0.4395,86.2347,61.27,35.4025,10525,103.9715,90.0809,204.2599,0.441,32.9834,62.6677,63.0296,10300,0.82
2018,10,Cerrado,53.8714,0.2903,58.5974,102.44,38.1725,116900,53.4946,59.3647,200.8754,0.2955,38.7457,112.2471,103.4956,118700,0.82
2018,10,Caatinga,40.9851,0.1403,32.506,41.97,40.145,28375,40.6049,31.6778,236.8189,0.1338,40.5242,43.543,42.7211,28525,0.82
2019,10,Mata Atlântica,132.7383,0.4122,105.5866,46.38,34.4225,9275,133.4715,100.5596,234.275,0.4292,31.5637,50.1042,47.5079,9375,0.51
2019,10,Cerrado,43.9185,0.1445,38.937,46.38,41.235,136550,43.3435,36.955,255.0726,0.1449,41.546,53.0551,46.695,140350,0.51
2019,10,Caatinga,41.3117,0.1085,28.3429,25.73,40.12,38025,40.7434,27.1921,255.6926,0.1063,40.1996,26.895,25.9457,38775,0.51
2020,10,Mata Atlântica,112.9258,0.5371,103.4466,124.2,29.9477,8125,113.7231,106.1791,195.1021,0.5442,30.4008,110.9557,125.9342,8150,-1.0
2020,10,Cerrado,58.9616,0.3037,61.3107,92.51,38.2976,435650,59.0083,60.8918,197.7326,0.308,39.7573,98.2925,92.3949,424975,-1.0
2020,10,Caatinga,49.2273,0.2034,46.6373,61.09,37.27,126825,49.1932,45.9234,226.4545,0.2028,38.4284,64.6767,61.2018,124475,-1.0
2001,11,Mata Atlântica,140.9388,0.5417,101.5254,61.94,30.8291,0,148.3619,115.3365,222.4618,0.5185,30.804,75.3509,64.8514,0,-0.33
2001,11,Cerrado,71.9137,0.3074,69.7119,190.88,33.6013,16575,85.0236,72.4289,233.3355,0.3104,33.5968,195.4007,190.5601,16950,-0.33
2001,11,Caatinga,62.2393,0.2371,56.5202,57.6,37.0874,5350,67.9367,57.0932,241.2405,0.2367,37.097,57.7046,59.0813,5625,-0.33
2002,11,Mata Atlântica,140.0782,0.4362,106.2869,69.14,31.9947,10700,141.4724,103.9274,231.1961,0.4495,31.9445,71.3307,70.4794,11500,1.19
2002,11,Cerrado,48.9093,0.1769,49.2945,100.88,39.1453,40500,48.9115,47.6381,262.1673,0.1817,39.1298,100.5442,100.1962,41600,1.19
2002,11,Caatinga,63.2278,0.1766,47.2673,52.49,37.992,14200,63.3814,45.694,253.3178,0.1804,37.9945,51.2488,53.1701,14575,1.19
2003,11,Mata Atlântica,130.7578,0.387,98.9406,73.0,35.2295,4650,132.2348,95.8296,237.2277,0.404,32.8855,71.6336,73.4917,4650,0.29
2003,11,Cerrado,69.218,0.2712,69.4078,143.6092,36.07,26325,69.245,66.7802,238.7495,0.2797,35.8743,151.112,144.811,26650,0.29
2003,11,Caatinga,60.1874,0.1959,52.5669,84.48,36.9875,5625,60.4054,50.8797,251.6769,0.2022,36.8093,79.5582,85.075,5850,0.29
2004,11,Mata Atlântica,141.3101,0.4922,112.7146,165.42,33.23,5225,142.374,110.2973,220.7718,0.4996,31.6182,157.2747,166.3192,5225,0.64
2004,11,Cerrado,71.0707,0.2894,69.0695,135.48,36.3225,40750,71.0772,67.1605,226.8747,0.296,36.2695,149.1066,136.2658,41050,0.64
2004,11,Caatinga,70.2317,0.2342,58.5819,120.27,36.92,26775,70.2078,56.2331,240.4045,0.2339,36.7388,122.9923,120.7149,27250,0.64
2005,11,Mata Atlântica,122.8057,0.5495,104.4383,174.15,31.955,4375,123.6843,107.7864,198.0951,0.5441,30.5493,164.6624,177.3017,4800,-0.57
2005,11,Cerrado,84.7962,0.4421,83.0978,207.55,34.5168,58875,84.9838,83.6452,188.0657,0.4448,34.9323,233.3427,206.997,61075,-0.57
2005,11,Caatinga,77.7954,0.2963,65.5434,98.52,36.0775,24275,77.7395,63.5683,216.3626,0.2938,35.5334,106.2021,99.4562,25275,-0.57
2006,11,Mata Atlântica,155.2218,0.5838,130.755,185.45,28.635,250,156.3007,128.4257,217.6196,0.5901,27.9208,209.6006,187.3979,175,0.88
2006,11,Cerrado,126.5548,0.4342,104.4787,166.49,33.445,7025,126.8309,99.1388,219.0393,0.4526,33.1714,194.0026,164.7153,6850,0.88
2006,11,Caatinga,112.4457,0.4082,100.718,120.7,32.4,18525,112.408,96.2501,229.9697,0.4185,31.612,132.4318,121.3176,7650,0.88
2007,11,Mata Atlântica,117.6799,0.3693,92.7573,107.35,33.73,32625,118.7555,92.8723,213.4102,0.4352,32.2175,128.7606,108.4211,32250,-1.57
2007,11,Cerrado,42.7077,0.1754,44.8071,106.27,40.08,186575,42.5335,45.9951,228.2957,0.2015,37.5932,162.5305,106.9371,186625,-1.57
2007,11,Caatinga,51.2243,0.1548,41.0425,82.88,38.6125,161825,51.0423,39.6865,232.4515,0.1707,38.4882,87.9006,83.9179,163700,-1.57
2008,11,Mata Atlântica,95.9705,0.5598,87.8093,136.04,36.2675,24975,96.5806,98.5037,180.2297,0.5465,33.4841,151.1247,139.761,24525,-0.57
2008,11,Cerrado,72.4355,0.4721,70.5249,211.36,35.0475,125250,72.3055,78.04,166.6798,0.4682,34.6281,277.1339,210.5468,125525,-0.57
2008,11,Caatinga,53.1494,0.2458,45.9488,69.84,38.9525,230375,52.9952,47.9135,212.5643,0.2254,38.3836,83.322,71.001,229125,-0.57
2009,11,Mata Atlântica,154.378,0.4538,118.088,34.16,32.5475,7075,155.82,111.8122,236.094,0.4736,31.5061,36.469,35.2371,6925,1.31
2009,11,Cerrado,136.6081,0.4491,111.9081,115.54,33.47,9525,136.097,106.0074,227.4358,0.4661,33.4836,103.9549,116.0812,10475,1.31
2009,11,Caatinga,106.8245,0.319,84.3496,20.29,34.4125,5200,106.6969,80.1686,241.8766,0.3314,34.5281,20.5322,20.8633,6050,1.31
2010,11,Mata Atlântica,127.528,0.5125,106.3315,153.84,31.11,925,128.5437,110.8548,218.0441,0.5084,30.0638,126.5664,157.1057,775,-1.57
2010,11,Cerrado,97.6297,0.4851,94.5867,199.12,34.43,41900,97.6284,93.6102,189.651,0.4936,34.0794,204.9823,197.6405,45850,-1.57
2010,11,Caatinga,78.6737,0.3004,68.5884,66.9,35.4425,9175,78.6873,67.0628,222.848,0.3009,35.1285,71.0031,68.14,9875,-1.57
2011,11,Mata Atlântica,147.7614,0.5847,106.0848,165.21,30.2875,225,148.9891,119.2812,209.2823,0.57,28.0212,156.1463,167.524,425,-1.02
2011,11,Cerrado,118.954,0.5654,108.0219,216.58,32.29,22200,118.9612,108.9049,188.2071,0.5786,31.8574,231.8425,217.6626,24050,-1.02
2011,11,Caatinga,108.561,0.3872,86.0678,91.69,33.255,2350,108.4859,84.8551,219.3758,0.3868,32.8627,95.1664,92.5969,1775,-1.02
2012,11,Mata Atlântica,133.7942,0.5126,103.8811,195.41,32.045,850,134.419,109.0144,213.8684,0.5097,31.0846,192.5838,197.7728,900,0.13
2012,11,Cerrado,85.7348,0.5568,82.4958,331.54,34.9425,26075,85.5224,91.6902,165.4095,0.5543,34.6835,344.1507,330.2231,26550,0.13
2012,11,Caatinga,83.3726,0.3255,65.7088,158.31,34.9267,8775,83.2785,66.0909,211.0954,0.3131,36.1115,159.9763,160.3409,8875,0.13
2013,11,Mata Atlântica,140.9087,0.4862,115.9329,138.52,32.43,325,142.1509,113.4895,226.5494,0.5009,30.8037,144.7769,141.3412,500,-0.12
2013,11,Cerrado,91.173,0.3498,80.4867,184.23,35.8575,7775,91.3783,76.727,214.0997,0.3584,35.9569,186.3595,184.6175,6275,-0.12
2013,11,Caatinga,60.8125,0.2064,48.5902,92.14,37.05,3400,60.8842,47.2417,228.6915,0.2066,36.9303,90.3874,93.5382,3225,-0.12
2014,11,Mata Atlântica,139.9586,0.5427,107.2122,145.76,32.9425,1325,141.1724,113.3499,207.3104,0.5468,30.2953,135.3007,146.2783,1250,0.7
2014,11,Cerrado,97.0813,0.4613,88.0092,218.17,35.115,45825,97.5078,88.1949,186.9408,0.4718,35.5399,223.9298,218.9842,44025,0.7
2014,11,Caatinga,96.9173,0.3399,73.1901,140.96,34.65,2325,97.2588,72.0005,207.6137,0.3468,34.3294,141.9373,141.8577,2675,0.7
2015,11,Mata Atlântica,89.4041,0.3774,93.1407,34.93,37.2975,23875,89.8696,88.2031,223.1886,0.3952,35.9891,30.2964,35.3344,24200,2.45
2015,11,Cerrado,62.2044,0.3074,66.1495,136.83,39.4775,96700,62.0924,63.9809,204.676,0.3126,39.4252,147.2452,136.4708,98875,2.45
2015,11,Caatinga,35.1692,0.133,32.6484,47.32,41.1175,44050,34.9405,31.5804,245.2661,0.1288,41.2404,48.6888,48.4653,44150,2.45
2016,11,Mata Atlântica,121.8979,0.5224,108.917,150.81,33.54,625,122.6866,112.2372,215.3055,0.5213,31.2379,146.4573,153.3224,725,-0.49
2016,11,Cerrado,95.0034,0.4493,89.0595,154.85,35.885,50725,94.4085,86.1939,186.0854,0.4632,36.6706,163.4232,153.6987,46575,-0.49
2016,11,Caatinga,80.182,0.3029,67.1872,93.28,36.96,23950,79.8769,64.8119,220.4231,0.294,37.5567,94.6878,94.4695,7250,-0.49
2017,11,Mata Atlântica,121.3256,0.5035,107.5246,111.86,32.2825,650,122.1645,107.8231,209.9507,0.5136,31.0691,114.8122,112.9767,700,-0.61
2017,11,Cerrado,92.6114,0.4201,79.4816,150.63,35.655,16800,91.9629,81.2857,191.2537,0.425,36.1149,152.6591,150.7635,17575,-0.61
2017,11,Caatinga,73.6934,0.2543,57.585,82.51,37.255,4475,73.291,55.702,222.9052,0.2499,37.9873,81.9697,83.2373,4175,-0.61
2018,11,Mata Atlântica,120.4506,0.5599,98.5873,148.58,28.945,475,121.2457,108.5406,201.1738,0.5395,28.6211,134.841,151.0526,400,1.04
2018,11,Cerrado,110.4182,0.522,100.0476,204.89,31.865,17775,110.1548,99.1288,186.1657,0.5325,31.9292,214.1922,205.0237,20350,1.04
2018,11,Caatinga,78.2676,0.3151,64.699,66.62,34.075,2025,78.249,65.0523,209.9306,0.3099,34.0403,68.9548,67.4036,1525,1.04
2019,11,Mata Atlântica,117.9688,0.4348,109.0742,65.18,35.325,17675,118.619,104.1317,231.9219,0.449,33.9792,67.717,67.5347,16575,0.72
2019,11,Cerrado,73.2782,0.3358,73.4773,124.19,37.3325,57750,72.9269,72.8937,214.9503,0.3391,37.3679,127.8981,125.3351,58775,0.72
2019,11,Caatinga,47.8289,0.1501,38.2022,44.38,40.22,24575,47.2758,36.4659,247.7831,0.1472,40.4421,41.9105,45.0761,25550,0.72
2020,11,Mata Atlântica,157.8882,0.5596,126.6256,150.66,28.5691,0,158.9291,127.3553,226.4603,0.5624,28.8086,143.5215,151.6175,0,-1.11
2020,11,Cerrado,119.4073,0.4478,104.2947,187.14,33.3863,28075,119.4836,99.7203,214.9076,0.464,33.653,184.8512,187.129,33850,-1.11
2020,11,Caatinga,115.3222,0.4205,105.0317,148.1,30.6518,250,115.2409,100.4932,231.9175,0.4333,30.9398,161.6344,149.4037,150,-1.11
2001,12,Mata Atlântica,132.3167,0.569,89.3348,144.23,29.2949,0,133.3912,104.5851,193.7108,0.5399,29.2887,141.7919,145.0839,0,-0.32
2001,12,Cerrado,86.2603,0.3214,69.4023,199.25,32.8514,0,86.6999,69.4243,208.3852,0.3332,32.8353,174.1899,201.2625,0,-0.32
2001,12,Caatinga,71.2313,0.2804,57.9878,124.04,34.4703,0,71.4924,59.1801,215.7339,0.2743,34.4882,120.8776,124.4972,0,-0.32
2002,12,Mata Atlântica,97.5204,0.4375,91.1863,152.7,32.5806,33700,98.3714,86.7938,191.1931,0.454,32.5588,156.3653,153.2359,33200,1.08
2002,12,Cerrado,62.9086,0.3379,64.2578,264.13,32.601,9900,63.0327,63.451,183.0518,0.3466,32.581,276.4939,263.8084,9975,1.08
2002,12,Caatinga,59.401,0.2484,52.9437,138.35,35.6779,6100,59.5637,51.0218,201.8484,0.2528,35.6863,151.934,139.5784,6450,1.08
2003,12,Mata Atlântica,103.0807,0.3707,83.9692,49.8188,33.605,29075,104.2562,81.5222,210.4989,0.3873,32.7687,52.22,51.7519,30475,0.29
2003,12,Cerrado,72.3686,0.3098,70.07,128.5146,33.8975,15100,72.4919,67.221,209.327,0.3211,33.6032,125.8062,129.1908,15225,0.29
2003,12,Caatinga,44.1799,0.1787,42.186,30.92,36.53,12925,44.2541,40.8018,224.063,0.1821,36.5983,33.1331,31.6058,12500,0.29
2004,12,Mata Atlântica,144.3258,0.4894,116.088,56.99,32.18,4825,145.3281,109.9877,219.6395,0.5008,30.9165,57.6475,59.6382,5475,0.71
2004,12,Cerrado,93.9069,0.3816,85.0778,114.36,32.445,27625,94.0694,81.836,205.5504,0.3981,32.51,124.9729,114.2635,28150,0.71
2004,12,Caatinga,83.0884,0.3145,76.9055,31.33,33.6125,7950,83.1042,73.0433,226.44,0.3226,33.9869,33.5053,32.1231,7950,0.71
2005,12,Mata Atlântica,136.6099,0.5586,107.3686,138.59,31.0,900,137.5949,109.1663,195.3954,0.5587,29.2647,125.6782,141.1985,975,-0.82
2005,12,Cerrado,97.8882,0.5474,92.4415,290.9,30.1122,8050,97.9149,90.83,161.8855,0.5611,30.1937,264.629,290.1943,8800,-0.82
2005,12,Caatinga,109.805,0.4417,92.23,101.73,32.2275,500,109.8146,88.7265,196.681,0.4511,31.6295,91.3547,103.4228,725,-0.82
2006,12,Mata Atlântica,137.3948,0.5648,121.5058,109.93,30.265,1775,138.3493,116.3765,202.0629,0.5759,29.6063,107.1228,113.1502,1525,0.88
2006,12,Cerrado,108.3522,0.4169,92.7861,177.39,31.855,36225,108.2213,87.9897,203.2697,0.4329,31.4529,150.1305,177.3791,36450,0.88
2006,12,Caatinga,91.4765,0.3571,83.503,59.81,33.2975,8700,91.4062,79.0168,216.0322,0.3658,33.0489,50.0227,61.0523,19025,0.88
2007,12,Mata Atlântica,144.2071,0.4775,105.1971,108.86,31.33,1750,145.3375,99.9291,210.3178,0.4751,30.0482,116.0289,109.3581,2250,-1.72
2007,12,Cerrado,100.3768,0.3293,74.5594,148.66,35.4425,22375,100.255,72.3004,196.34,0.3682,35.3866,139.0109,148.5652,22750,-1.72
2007,12,Caatinga,98.9644,0.3091,72.7906,89.95,33.23,7550,98.7728,69.0238,215.7118,0.32,33.4774,80.1916,91.0186,7425,-1.72
2008,12,Mata Atlântica,135.7687,0.5875,101.6095,142.44,31.185,25,136.7994,112.5376,195.6931,0.5751,29.6746,153.7861,143.8896,0,-0.79
2008,12,Cerrado,104.7968,0.5499,94.7593,219.66,31.7125,2775,104.8877,96.0881,172.8795,0.5558,31.4943,215.199,220.391,3075,-0.79
2008,12,Caatinga,94.4898,0.3841,76.7377,127.74,32.2975,625,94.5032,75.9327,199.2316,0.3811,32.065,124.1563,129.1147,625,-0.79
2009,12,Mata Atlântica,111.0888,0.4346,93.1908,49.26,33.23,8075,111.992,90.0634,200.1312,0.45,32.4833,42.7837,49.6326,8100,1.5
2009,12,Cerrado,116.4427,0.5319,103.3936,218.01,31.7675,8000,116.4166,98.9022,180.0113,0.5494,31.3525,224.2459,218.3044,8050,1.5
2009,12,Caatinga,80.5911,0.3452,72.564,84.95,34.0725,425,80.4134,70.027,197.7484,0.3541,34.0529,89.6259,86.6553,425,1.5
